Timestamp,Data
12:18.8,"Client 2 data received: roll = 63.96, pitch = -1.63"
12:18.8,"Client 2: condition met"
12:19.8,"Client 2 data received: roll = 63.90, pitch = -1.40"
12:19.8,"Client 2: condition met"
12:20.1,"Client 1: angle 40 detected"
12:20.8,"Client 2 data received: roll = 64.16, pitch = -1.11"
12:20.8,"Client 2: condition met"
12:20.8,Chin Up COUNTED
12:20.8,Chin Up Count: 17
12:21.8,"Client 2 data received: roll = 64.85, pitch = -2.94"
12:21.8,"Client 2: condition met"
12:22.7,"Client 1: angle 40 detected"
12:22.8,"Client 2 data received: roll = 63.79, pitch = -2.33"
12:22.8,"Client 2: condition met"
12:22.8,Chin Up COUNTED
12:22.8,Chin Up Count: 18
12:23.8,"Client 2 data received: roll = 65.05, pitch = -2.06"
12:23.8,"Client 2: condition met"
12:24.8,"Client 2 data received: roll = 64.85, pitch = -1.43"
12:24.8,"Client 2: condition met"
12:24.9,"Client 1: angle 40 detected"
12:26.8,"Client 2 data received: roll = 64.46, pitch = -1.65"
12:26.9,"Client 2: condition met"
12:26.9,Chin Up COUNTED
12:26.9,Chin Up Count: 19
12:27.8,"Waktu 1 menit telah berlalu"
12:27.8,TOTAL Chin-Up COUNTED: 19
12:27.8,TOTAL NOT COUNTED: 1
12:27.8,"Select Mode: 1 / 2"
12:27.8,"1. Pull-Up"
12:27.8,"2. Chin-Up"
17:54.9,"Mode selected: Chin-Up"
18:18.1,"Menerima data dari BLE clients..."
18:18.9,"Client 2 data received: roll = 67.98, pitch = -7.23"
18:18.9,"Client 2: condition met"
18:19.9,"Client 2 data received: roll = 67.76, pitch = -9.25"
18:19.9,"Client 2: condition met"
18:20.5,"Client 1: angle 40 detected"
18:20.9,"Client 2 data received: roll = 68.51, pitch = -10.06"
18:20.9,"Client 2: condition met"
18:20.9,Chin Up COUNTED
18:20.9,Chin Up Count: 1
18:21.9,"Client 2 data received: roll = 69.01, pitch = -9.09"
18:21.9,"Client 2: condition met"
18:22.3,"Client 1: angle 40 detected"
18:22.9,"Client 2 data received: roll = 69.05, pitch = -9.57"
18:22.9,"Client 2: condition met"
18:22.9,Chin Up COUNTED
18:22.9,Chin Up Count: 2
18:23.9,"Client 2 data received: roll = 68.68, pitch = -9.80"
18:23.9,"Client 2: condition met"
18:24.2,"Client 1: angle 40 detected"
18:24.9,"Client 2 data received: roll = 68.52, pitch = -10.70"
18:24.9,"Client 2: condition met"
18:24.9,Chin Up COUNTED
18:24.9,Chin Up Count: 3
18:25.8,"Client 1: angle 40 detected"
18:25.9,"Client 2 data received: roll = 69.22, pitch = -10.08"
18:25.9,"Client 2: condition met"
18:25.9,Chin Up COUNTED
18:25.9,Chin Up Count: 4
18:26.9,"Client 2 data received: roll = 70.63, pitch = -9.98"
18:26.9,"Client 2: condition met"
18:27.7,"Client 1: angle 40 detected"
18:27.9,"Client 2 data received: roll = 69.23, pitch = -10.43"
18:27.9,"Client 2: condition met"
18:27.9,Chin Up COUNTED
18:27.9,Chin Up Count: 5
18:28.9,"Client 2 data received: roll = 68.76, pitch = -9.91"
18:28.9,"Client 2: condition met"
18:29.9,"Client 2 data received: roll = 70.14, pitch = -10.06"
18:29.9,"Client 2: condition met"
18:29.9,"Client 1: angle 40 detected"
18:30.9,"Client 2 data received: roll = 70.22, pitch = -10.70"
18:30.9,"Client 2: condition met"
18:30.9,Chin Up COUNTED
18:30.9,Chin Up Count: 6
18:31.6,"Client 1: angle 40 detected"
18:31.9,"Client 2 data received: roll = 69.24, pitch = -10.78"
18:31.9,"Client 2: condition met"
18:31.9,Chin Up COUNTED
18:31.9,Chin Up Count: 7
18:32.9,"Client 2 data received: roll = 69.62, pitch = -9.47"
18:32.9,"Client 2: condition met"
18:33.2,"Client 1: angle 40 detected"
18:33.9,"Client 2 data received: roll = 69.59, pitch = -9.94"
18:33.9,"Client 2: condition met"
18:33.9,Chin Up COUNTED
18:33.9,Chin Up Count: 8
18:34.6,"Client 1: angle 40 detected"
18:34.9,"Client 2 data received: roll = 69.97, pitch = -9.13"
18:34.9,"Client 2: condition met"
18:34.9,Chin Up COUNTED
18:34.9,Chin Up Count: 9
18:36.0,"Client 1: angle 40 detected"
18:37.0,"Client 2 data received: roll = 67.81, pitch = -9.64"
18:37.0,"Client 2: condition met"
18:37.0,Chin Up COUNTED
18:37.0,Chin Up Count: 10
18:37.9,"Client 2 data received: roll = 68.50, pitch = -9.57"
18:37.9,"Client 2: condition met"
18:38.2,"Client 1: angle 40 detected"
18:39.0,"Client 2 data received: roll = 68.96, pitch = -10.35"
18:39.0,"Client 2: condition met"
18:39.0,Chin Up COUNTED
18:39.0,Chin Up Count: 11
18:40.0,"Client 2 data received: roll = 69.48, pitch = -10.53"
18:40.0,"Client 2: condition met"
18:40.3,"Client 1: angle 40 detected"
18:41.0,"Client 2 data received: roll = 70.20, pitch = -10.57"
18:41.0,"Client 2: condition met"
18:41.0,Chin Up COUNTED
18:41.0,Chin Up Count: 12
18:41.8,"Client 1: angle 40 detected"
18:42.0,"Client 2 data received: roll = 70.30, pitch = -9.77"
18:42.0,"Client 2: condition met"
18:42.0,Chin Up COUNTED
18:42.0,Chin Up Count: 13
18:43.0,"Client 2 data received: roll = 69.35, pitch = -9.37"
18:43.0,"Client 2: condition met"
18:43.9,"Client 1: angle 40 detected"
18:44.0,"Client 2 data received: roll = 70.16, pitch = -9.97"
18:44.0,"Client 2: condition met"
18:44.0,Chin Up COUNTED
18:44.0,Chin Up Count: 14
18:45.0,"Client 2 data received: roll = 69.08, pitch = -9.86"
18:45.0,"Client 2: condition met"
18:45.7,"Client 1: angle 40 detected"
18:46.0,"Client 2 data received: roll = 69.89, pitch = -9.37"
18:46.0,"Client 2: condition met"
18:46.0,Chin Up COUNTED
18:46.0,Chin Up Count: 15
18:47.0,"Client 2 data received: roll = 69.79, pitch = -10.43"
18:47.0,"Client 2: condition met"
18:47.3,"Client 1: angle 40 detected"
18:48.0,"Client 2 data received: roll = 70.70, pitch = -9.17"
18:48.0,"Client 2: condition met"
18:48.0,Chin Up COUNTED
18:48.0,Chin Up Count: 16
18:49.0,"Client 2 data received: roll = 70.03, pitch = -8.93"
18:49.0,"Client 2: condition met"
18:49.1,"Client 1: angle 40 detected"
18:50.0,"Client 2 data received: roll = 68.10, pitch = -8.70"
18:50.0,"Client 2: condition met"
18:50.0,Chin Up COUNTED
18:50.0,Chin Up Count: 17
18:51.0,"Client 1: angle 40 detected"
18:51.0,"Client 2 data received: roll = 103.41, pitch = 0.38"
18:51.0,"Client 2: condition not met"
18:51.0,NOT COUNT: 1
18:52.0,"Client 2 data received: roll = 99.71, pitch = -2.77"
18:52.0,"Client 2: condition not met"
18:53.0,"Client 2 data received: roll = 98.59, pitch = -2.52"
18:53.0,"Client 2: condition not met"
18:53.2,"Client 1: angle 40 detected"
18:54.0,"Client 2 data received: roll = 97.71, pitch = -2.84"
18:54.0,"Client 2: condition not met"
18:54.0,NOT COUNT: 2
18:55.0,"Client 2 data received: roll = 97.79, pitch = -2.63"
18:55.0,"Client 2: condition not met"
18:56.0,"Client 2 data received: roll = 47.59, pitch = -7.79"
18:56.0,"Client 2: condition not met"
18:56.7,"Client 1: angle 40 detected"
18:57.0,"Client 2 data received: roll = 60.85, pitch = -7.12"
18:57.0,"Client 2: condition met"
18:57.0,Chin Up COUNTED
18:57.0,Chin Up Count: 18
18:58.0,"Client 2 data received: roll = 63.39, pitch = -6.17"
18:58.0,"Client 2: condition met"
18:58.3,"Client 1: angle 40 detected"
18:59.0,"Client 2 data received: roll = 63.97, pitch = -7.27"
18:59.0,"Client 2: condition met"
18:59.0,Chin Up COUNTED
18:59.0,Chin Up Count: 19
19:00.0,"Client 1: angle 40 detected"
19:00.0,"Client 2 data received: roll = 65.42, pitch = -6.91"
19:00.0,"Client 2: condition met"
19:00.0,Chin Up COUNTED
19:00.0,Chin Up Count: 20
19:01.0,"Client 2 data received: roll = 64.94, pitch = -7.48"
19:01.0,"Client 2: condition met"
19:02.0,"Client 2 data received: roll = 65.42, pitch = -7.36"
19:02.0,"Client 2: condition met"
19:02.7,"Client 1: angle 40 detected"
19:03.0,"Client 2 data received: roll = 67.74, pitch = -7.45"
19:03.0,"Client 2: condition met"
19:03.0,Chin Up COUNTED
19:03.0,Chin Up Count: 21
19:04.0,"Client 2 data received: roll = 65.56, pitch = -7.11"
19:04.0,"Client 2: condition met"
19:04.5,"Client 1: angle 40 detected"
19:05.0,"Client 2 data received: roll = 67.03, pitch = -6.98"
19:05.1,"Client 2: condition met"
19:05.1,Chin Up COUNTED
19:05.1,Chin Up Count: 22
19:06.0,"Client 2 data received: roll = 66.13, pitch = -6.68"
19:06.0,"Client 2: condition met"
19:06.9,"Client 1: angle 40 detected"
19:07.0,"Client 2 data received: roll = 66.09, pitch = -5.80"
19:07.0,"Client 2: condition met"
19:07.0,Chin Up COUNTED
19:07.0,Chin Up Count: 23
19:08.0,"Client 2 data received: roll = 66.34, pitch = -6.99"
19:08.0,"Client 2: condition met"
19:08.0,"Client 1: angle 40 detected"
19:09.1,"Client 2 data received: roll = 67.75, pitch = -6.10"
19:09.1,"Client 2: condition met"
19:09.1,Chin Up COUNTED
19:09.1,Chin Up Count: 24
19:09.7,"Client 1: angle 40 detected"
19:10.1,"Client 2 data received: roll = 64.87, pitch = -7.60"
19:10.1,"Client 2: condition met"
19:10.1,Chin Up COUNTED
19:10.1,Chin Up Count: 25
19:11.0,"Client 2 data received: roll = 66.49, pitch = -6.95"
19:11.1,"Client 2: condition met"
19:11.6,"Client 1: angle 40 detected"
19:12.1,"Client 2 data received: roll = 65.35, pitch = -7.14"
19:12.1,"Client 2: condition met"
19:12.1,Chin Up COUNTED
19:12.1,Chin Up Count: 26
19:13.1,"Client 2 data received: roll = 67.60, pitch = -7.25"
19:13.1,"Client 2: condition met"
19:13.3,"Client 1: angle 40 detected"
19:14.1,"Client 2 data received: roll = 67.69, pitch = -7.22"
19:14.1,"Client 2: condition met"
19:14.1,Chin Up COUNTED
19:14.1,Chin Up Count: 27
19:15.1,"Client 2 data received: roll = 67.73, pitch = -6.75"
19:15.1,"Client 2: condition met"
19:15.4,"Client 1: angle 40 detected"
19:16.1,"Client 2 data received: roll = 69.95, pitch = -7.34"
19:16.1,"Client 2: condition met"
19:16.1,Chin Up COUNTED
19:16.1,Chin Up Count: 28
19:17.1,"Client 2 data received: roll = 68.30, pitch = -7.71"
19:17.1,"Client 2: condition met"
19:17.9,"Client 1: angle 40 detected"
19:18.1,"Client 2 data received: roll = 68.40, pitch = -6.38"
19:18.1,"Client 2: condition met"
19:18.1,Chin Up COUNTED
19:18.1,Chin Up Count: 29
19:18.8,"Waktu 1 menit telah berlalu"
19:18.8,TOTAL Chin-Up COUNTED: 29
19:18.8,TOTAL NOT COUNTED: 2
19:18.8,"Select Mode: 1 / 2"
19:18.8,"1. Pull-Up"
19:18.8,"2. Chin-Up"
27:26.6,"Mode selected: Pull-Up"
27:44.8,"Menerima data dari BLE clients..."
27:45.7,"Client 2 data received: roll = 97.31, pitch = -5.20"
27:45.7,"Client 2: condition met"
27:46.6,"Client 2 data received: roll = 97.60, pitch = -5.16"
27:46.6,"Client 2: condition met"
27:47.7,"Client 2 data received: roll = 99.69, pitch = -9.00"
27:47.7,"Client 2: condition met"
27:48.3,"Client 1: angle 50 detected"
27:48.6,"Client 2 data received: roll = 99.41, pitch = -10.34"
27:48.6,"Client 2: condition met"
27:48.6,Pull Up COUNTED
27:48.6,Pull Up Count: 1
27:49.6,"Client 2 data received: roll = 99.26, pitch = -9.37"
27:49.6,"Client 2: condition met"
27:50.6,"Client 2 data received: roll = 99.88, pitch = -8.99"
27:50.7,"Client 2: condition met"
27:51.6,"Client 2 data received: roll = 99.38, pitch = -9.13"
27:51.6,"Client 2: condition met"
27:52.7,"Client 2 data received: roll = 100.87, pitch = -8.92"
27:52.7,"Client 2: condition met"
27:53.7,"Client 2 data received: roll = 100.46, pitch = -9.11"
27:53.7,"Client 2: condition met"
27:54.2,"Client 1: angle 50 detected"
27:54.7,"Client 2 data received: roll = 99.59, pitch = -8.52"
27:54.7,"Client 2: condition met"
27:54.7,Pull Up COUNTED
27:54.7,Pull Up Count: 2
27:55.7,"Client 2 data received: roll = 100.62, pitch = -8.50"
27:55.7,"Client 2: condition met"
27:56.7,"Client 2 data received: roll = 100.90, pitch = -8.52"
27:56.7,"Client 2: condition met"
27:57.7,"Client 2 data received: roll = 101.13, pitch = -8.74"
27:57.7,"Client 2: condition met"
27:58.7,"Client 2 data received: roll = 101.61, pitch = -8.82"
27:58.7,"Client 2: condition met"
27:59.6,"Client 1: angle 50 detected"
27:59.7,"Client 2 data received: roll = 101.09, pitch = -8.37"
27:59.7,"Client 2: condition met"
27:59.7,Pull Up COUNTED
27:59.7,Pull Up Count: 3
28:00.7,"Client 2 data received: roll = 102.20, pitch = -8.58"
28:00.7,"Client 2: condition met"
28:02.7,"Client 2 data received: roll = 101.38, pitch = -8.42"
28:02.7,"Client 2: condition met"
28:03.7,"Client 2 data received: roll = 100.45, pitch = -8.15"
28:03.7,"Client 2: condition met"
28:04.7,"Client 2 data received: roll = 101.33, pitch = -8.81"
28:04.7,"Client 2: condition met"
28:05.4,"Client 1: angle 50 detected"
28:05.7,"Client 2 data received: roll = 101.66, pitch = -9.32"
28:05.7,"Client 2: condition met"
28:05.7,Pull Up COUNTED
28:05.7,Pull Up Count: 4
28:06.7,"Client 2 data received: roll = 102.25, pitch = -7.96"
28:06.7,"Client 2: condition met"
28:07.7,"Client 2 data received: roll = 101.91, pitch = -8.29"
28:07.7,"Client 2: condition met"
28:08.7,"Client 2 data received: roll = 102.22, pitch = -8.09"
28:08.7,"Client 2: condition met"
28:09.7,"Client 2 data received: roll = 101.72, pitch = -8.44"
28:09.7,"Client 2: condition met"
28:10.7,"Client 2 data received: roll = 101.56, pitch = -8.14"
28:10.7,"Client 2: condition met"
28:11.4,"Client 1: angle 50 detected"
28:11.7,"Client 2 data received: roll = 102.49, pitch = -8.39"
28:11.7,"Client 2: condition met"
28:11.7,Pull Up COUNTED
28:11.7,Pull Up Count: 5
28:12.7,"Client 2 data received: roll = 102.49, pitch = -8.00"
28:12.7,"Client 2: condition met"
28:13.7,"Client 2 data received: roll = 101.93, pitch = -8.21"
28:13.7,"Client 2: condition met"
28:14.7,"Client 2 data received: roll = 102.44, pitch = -8.13"
28:14.7,"Client 2: condition met"
28:16.7,"Client 2 data received: roll = 101.62, pitch = -8.26"
28:16.7,"Client 2: condition met"
28:17.0,"Client 1: angle 50 detected"
28:17.7,"Client 2 data received: roll = 101.89, pitch = -8.30"
28:17.7,"Client 2: condition met"
28:17.7,Pull Up COUNTED
28:17.7,Pull Up Count: 6
28:18.7,"Client 2 data received: roll = 103.27, pitch = -8.35"
28:18.7,"Client 2: condition met"
28:19.7,"Client 2 data received: roll = 102.49, pitch = -8.29"
28:19.7,"Client 2: condition met"
28:20.7,"Client 2 data received: roll = 102.90, pitch = -8.45"
28:20.7,"Client 2: condition met"
28:21.7,"Client 2 data received: roll = 102.96, pitch = -8.10"
28:21.7,"Client 2: condition met"
28:22.7,"Client 2 data received: roll = 102.47, pitch = -7.97"
28:22.7,"Client 2: condition met"
28:23.0,"Client 1: angle 50 detected"
28:23.7,"Client 2 data received: roll = 102.31, pitch = -8.53"
28:23.7,"Client 2: condition met"
28:23.7,Pull Up COUNTED
28:23.7,Pull Up Count: 7
28:24.7,"Client 2 data received: roll = 103.09, pitch = -7.77"
28:24.7,"Client 2: condition met"
28:25.8,"Client 2 data received: roll = 102.51, pitch = -8.26"
28:25.8,"Client 2: condition met"
28:26.7,"Client 2 data received: roll = 102.43, pitch = -8.16"
28:26.7,"Client 2: condition met"
28:27.7,"Client 2 data received: roll = 102.16, pitch = -7.70"
28:27.7,"Client 2: condition met"
28:28.3,"Client 1: angle 50 detected"
28:28.7,"Client 2 data received: roll = 101.19, pitch = -7.46"
28:28.7,"Client 2: condition met"
28:28.7,Pull Up COUNTED
28:28.8,Pull Up Count: 8
28:29.7,"Client 2 data received: roll = 102.47, pitch = -7.39"
28:29.7,"Client 2: condition met"
28:30.8,"Client 2 data received: roll = 102.75, pitch = -7.09"
28:30.8,"Client 2: condition met"
28:31.8,"Client 2 data received: roll = 102.09, pitch = -7.62"
28:31.8,"Client 2: condition met"
28:32.8,"Client 2 data received: roll = 102.56, pitch = -7.48"
28:32.8,"Client 2: condition met"
28:33.6,"Client 1: angle 50 detected"
28:33.8,"Client 2 data received: roll = 102.22, pitch = -8.16"
28:33.8,"Client 2: condition met"
28:33.8,Pull Up COUNTED
28:33.8,Pull Up Count: 9
28:34.8,"Client 2 data received: roll = 93.19, pitch = -10.84"
28:34.8,"Client 2: condition not met"
28:37.0,"Client 2 data received: roll = 64.60, pitch = -6.52"
28:37.0,"Client 2: condition not met"
28:37.8,"Client 1: angle 50 detected"
28:37.9,"Client 2 data received: roll = 65.37, pitch = -7.58"
28:37.9,"Client 2: condition not met"
28:37.9,NOT COUNT: 1
28:38.1,"Client 2 data received: roll = 64.81, pitch = -6.99"
28:38.1,"Client 2: condition not met"
28:40.9,"Client 2 data received: roll = 66.91, pitch = -7.15"
28:40.9,"Client 2: condition not met"
28:41.7,"Client 2 data received: roll = 65.35, pitch = -6.80"
28:41.7,"Client 2: condition not met"
28:41.7,"Client 2 data received: roll = 65.98, pitch = -7.16"
28:41.7,"Client 2: condition not met"
28:41.8,"Client 2 data received: roll = 44.58, pitch = -7.37"
28:41.8,"Client 2: condition not met"
28:42.8,"Client 2 data received: roll = 0.28, pitch = -5.88"
28:42.8,"Client 2: condition not met"
28:43.8,"Client 1: angle 50 detected"
28:43.8,"Client 2 data received: roll = 3.09, pitch = -5.53"
28:43.8,"Client 2: condition not met"
28:43.8,NOT COUNT: 2
28:44.9,"Client 2 data received: roll = 4.97, pitch = -4.29"
28:44.9,"Client 2: condition not met"
28:45.8,"Waktu 1 menit telah berlalu"
28:45.8,TOTAL Pull-Up COUNTED: 9
28:45.8,TOTAL NOT COUNTED: 2
28:45.8,"Select Mode: 1 / 2"
28:45.8,"1. Pull-Up"
28:45.8,"2. Chin-Up"
35:28.0,"Mode selected: Pull-Up"
35:41.6,"Menerima data dari BLE clients..."
35:42.1,"Client 2 data received: roll = 96.99, pitch = -4.16"
35:42.1,"Client 2: condition met"
35:43.2,"Client 2 data received: roll = 95.76, pitch = -6.77"
35:43.2,"Client 2: condition met"
35:44.6,"Client 1: angle 50 detected"
35:45.1,"Client 2 data received: roll = 94.67, pitch = -8.84"
35:45.1,"Client 2: condition not met"
35:45.1,NOT COUNT: 1
35:46.1,"Client 2 data received: roll = 95.99, pitch = -8.65"
35:46.1,"Client 2: condition met"
35:47.1,"Client 2 data received: roll = 94.90, pitch = -8.84"
35:47.1,"Client 2: condition not met"
35:48.1,"Client 2 data received: roll = 93.70, pitch = 4.95"
35:48.1,"Client 2: condition not met"
35:49.1,"Client 2 data received: roll = 95.76, pitch = 2.91"
35:49.1,"Client 2: condition met"
35:49.3,"Client 1: angle 50 detected"
35:50.1,"Client 2 data received: roll = 94.35, pitch = 2.77"
35:50.1,"Client 2: condition not met"
35:50.1,NOT COUNT: 2
35:51.1,"Client 2 data received: roll = 93.14, pitch = 2.16"
35:51.1,"Client 2: condition not met"
35:52.1,"Client 2 data received: roll = 93.23, pitch = 2.41"
35:52.1,"Client 2: condition not met"
35:53.1,"Client 2 data received: roll = 83.25, pitch = 1.30"
35:53.1,"Client 2: condition not met"
35:54.0,"Client 1: angle 50 detected"
35:54.1,"Client 2 data received: roll = 98.84, pitch = -0.82"
35:54.1,"Client 2: condition met"
35:54.1,Pull Up COUNTED
35:54.1,Pull Up Count: 1
35:55.1,"Client 2 data received: roll = 98.78, pitch = -0.28"
35:55.1,"Client 2: condition met"
35:56.1,"Client 2 data received: roll = 98.03, pitch = -0.87"
35:56.1,"Client 2: condition met"
35:57.1,"Client 2 data received: roll = 97.12, pitch = -1.16"
35:57.1,"Client 2: condition met"
35:57.7,"Client 1: angle 50 detected"
35:58.1,"Client 2 data received: roll = 97.36, pitch = -1.14"
35:58.1,"Client 2: condition met"
35:58.1,Pull Up COUNTED
35:58.1,Pull Up Count: 2
35:59.1,"Client 2 data received: roll = 98.43, pitch = -1.12"
35:59.1,"Client 2: condition met"
36:00.1,"Client 2 data received: roll = 97.39, pitch = -1.46"
36:00.3,"Client 2: condition met"
36:01.1,"Client 2 data received: roll = 97.21, pitch = -1.85"
36:01.1,"Client 2: condition met"
36:02.1,"Client 2 data received: roll = 97.56, pitch = -2.15"
36:02.1,"Client 2: condition met"
36:02.8,"Client 1: angle 50 detected"
36:03.1,"Client 2 data received: roll = 99.80, pitch = -1.54"
36:03.1,"Client 2: condition met"
36:03.1,Pull Up COUNTED
36:03.1,Pull Up Count: 3
36:03.6,"Client 1: angle 50 detected"
36:04.1,"Client 2 data received: roll = 99.94, pitch = -2.87"
36:04.1,"Client 2: condition met"
36:04.1,Pull Up COUNTED
36:04.1,Pull Up Count: 4
36:05.1,"Client 2 data received: roll = 100.48, pitch = -2.93"
36:05.1,"Client 2: condition met"
36:06.1,"Client 2 data received: roll = 100.19, pitch = 0.21"
36:06.1,"Client 2: condition met"
36:07.1,"Client 2 data received: roll = 98.40, pitch = -5.90"
36:07.1,"Client 2: condition met"
36:08.1,"Client 2 data received: roll = 100.63, pitch = -2.64"
36:08.1,"Client 2: condition met"
36:09.1,"Client 2 data received: roll = 100.76, pitch = -0.90"
36:09.2,"Client 2: condition met"
36:10.1,"Client 2 data received: roll = 94.67, pitch = 0.56"
36:10.1,"Client 2: condition not met"
36:11.1,"Client 2 data received: roll = 97.87, pitch = 1.50"
36:11.1,"Client 2: condition met"
36:12.1,"Client 2 data received: roll = 100.98, pitch = -0.25"
36:12.2,"Client 2: condition met"
36:13.2,"Client 2 data received: roll = 100.20, pitch = -0.52"
36:13.4,"Client 2: condition met"
36:14.8,"Client 2 data received: roll = 100.53, pitch = -0.48"
36:14.8,"Client 2: condition met"
36:15.2,"Client 2 data received: roll = 100.08, pitch = -0.86"
36:15.2,"Client 2: condition met"
36:16.2,"Client 2 data received: roll = 100.15, pitch = -0.68"
36:16.2,"Client 2: condition met"
36:17.2,"Client 2 data received: roll = 100.00, pitch = -0.20"
36:17.4,"Client 2: condition met"
36:18.2,"Client 2 data received: roll = 100.22, pitch = -0.60"
36:18.2,"Client 2: condition met"
36:19.2,"Client 2 data received: roll = 100.13, pitch = -0.80"
36:19.3,"Client 2: condition met"
36:20.2,"Client 2 data received: roll = 101.31, pitch = -0.88"
36:20.3,"Client 2: condition met"
36:21.2,"Client 2 data received: roll = 100.23, pitch = -0.49"
36:21.5,"Client 2: condition met"
36:22.2,"Client 2 data received: roll = 101.08, pitch = -0.29"
36:22.2,"Client 2: condition met"
36:23.2,"Client 2 data received: roll = 101.90, pitch = -1.31"
36:23.2,"Client 2: condition met"
36:24.2,"Client 2 data received: roll = 101.83, pitch = -0.35"
36:24.2,"Client 2: condition met"
36:25.2,"Client 2 data received: roll = 99.89, pitch = -0.86"
36:25.2,"Client 2: condition met"
36:26.2,"Client 2 data received: roll = 102.11, pitch = -0.86"
36:26.2,"Client 2: condition met"
36:27.2,"Client 2 data received: roll = 101.61, pitch = -0.23"
36:27.2,"Client 2: condition met"
36:28.2,"Client 2 data received: roll = 100.74, pitch = 0.03"
36:28.2,"Client 2: condition met"
36:29.2,"Client 2 data received: roll = 102.32, pitch = -0.07"
36:29.2,"Client 2: condition met"
36:30.2,"Client 2 data received: roll = 102.36, pitch = -0.20"
36:30.2,"Client 2: condition met"
36:31.2,"Client 2 data received: roll = 101.37, pitch = 0.14"
36:31.2,"Client 2: condition met"
36:32.2,"Client 2 data received: roll = 101.84, pitch = -0.55"
36:32.2,"Client 2: condition met"
36:33.2,"Client 2 data received: roll = 101.34, pitch = -0.03"
36:33.2,"Client 2: condition met"
36:34.2,"Client 2 data received: roll = 101.41, pitch = -0.40"
36:34.2,"Client 2: condition met"
36:35.2,"Client 2 data received: roll = 101.56, pitch = 0.01"
36:35.2,"Client 2: condition met"
36:37.2,"Client 2 data received: roll = 101.84, pitch = 0.28"
36:37.2,"Client 2: condition met"
36:38.2,"Client 2 data received: roll = 101.91, pitch = -0.36"
36:38.2,"Client 2: condition met"
36:39.2,"Client 2 data received: roll = 102.13, pitch = 0.26"
36:39.2,"Client 2: condition met"
36:40.2,"Client 2 data received: roll = 102.33, pitch = 0.10"
36:40.2,"Client 2: condition met"
36:41.3,"Client 2 data received: roll = 101.85, pitch = -0.91"
36:41.3,"Client 2: condition met"
36:41.8,"Waktu 1 menit telah berlalu"
36:41.8,TOTAL Pull-Up COUNTED: 4
36:41.8,TOTAL NOT COUNTED: 2
36:41.8,"Select Mode: 1 / 2"
36:41.8,"1. Pull-Up"
36:41.8,"2. Chin-Up"
36:51.8,"Mode selected: Pull-Up"
36:59.8,"Menerima data dari BLE clients..."
37:00.3,"Client 2 data received: roll = 99.35, pitch = -0.86"
37:00.3,"Client 2: condition met"
37:01.3,"Client 2 data received: roll = 99.71, pitch = -1.30"
37:01.3,"Client 2: condition met"
37:02.3,"Client 2 data received: roll = 101.32, pitch = -1.72"
37:02.3,"Client 2: condition met"
37:03.3,"Client 2 data received: roll = 100.61, pitch = -2.90"
37:03.3,"Client 2: condition met"
37:04.1,"Client 1: angle 50 detected"
37:04.3,"Client 2 data received: roll = 100.63, pitch = -1.87"
37:04.3,"Client 2: condition met"
37:04.3,Pull Up COUNTED
37:04.3,Pull Up Count: 1
37:05.3,"Client 2 data received: roll = 100.84, pitch = -2.41"
37:05.3,"Client 2: condition met"
37:06.3,"Client 2 data received: roll = 100.94, pitch = -2.66"
37:06.3,"Client 2: condition met"
37:07.3,"Client 2 data received: roll = 101.81, pitch = -1.95"
37:07.3,"Client 2: condition met"
37:08.4,"Client 2 data received: roll = 101.49, pitch = -2.42"
37:08.4,"Client 2: condition met"
37:09.3,"Client 2 data received: roll = 100.19, pitch = -2.67"
37:09.4,"Client 2: condition met"
37:10.3,"Client 2 data received: roll = 101.70, pitch = -3.07"
37:10.8,"Client 2: condition met"
37:11.3,"Client 2 data received: roll = 101.16, pitch = -2.14"
37:11.7,"Client 2: condition met"
37:12.1,"Client 1: angle 50 detected"
37:12.3,"Client 2 data received: roll = 101.19, pitch = -3.04"
37:12.4,"Client 2: condition met"
37:12.4,Pull Up COUNTED
37:12.4,Pull Up Count: 2
37:13.3,"Client 2 data received: roll = 100.58, pitch = -2.99"
37:13.3,"Client 2: condition met"
37:14.4,"Client 2 data received: roll = 100.88, pitch = -2.55"
37:14.4,"Client 2: condition met"
37:15.4,"Client 2 data received: roll = 101.05, pitch = -2.37"
37:15.4,"Client 2: condition met"
37:16.4,"Client 2 data received: roll = 101.41, pitch = -2.91"
37:16.4,"Client 2: condition met"
37:17.4,"Client 2 data received: roll = 100.85, pitch = -2.43"
37:17.4,"Client 2: condition met"
37:18.4,"Client 2 data received: roll = 100.66, pitch = -2.57"
37:18.4,"Client 2: condition met"
37:19.4,"Client 2 data received: roll = 101.01, pitch = -2.42"
37:19.4,"Client 2: condition met"
37:20.4,"Client 2 data received: roll = 101.42, pitch = -2.91"
37:20.4,"Client 2: condition met"
37:21.1,"Client 1: angle 50 detected"
37:21.4,"Client 2 data received: roll = 101.31, pitch = -3.91"
37:21.4,"Client 2: condition met"
37:21.4,Pull Up COUNTED
37:21.4,Pull Up Count: 3
37:22.4,"Client 2 data received: roll = 101.44, pitch = -2.88"
37:22.4,"Client 2: condition met"
37:23.4,"Client 2 data received: roll = 101.21, pitch = -3.07"
37:23.4,"Client 2: condition met"
37:24.4,"Client 2 data received: roll = 101.16, pitch = -2.74"
37:24.4,"Client 2: condition met"
